IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_0734,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1990-1991 Presentations - Leadership Retreat-F90",,"Duderstadt, James J.",,1990-09-03 00:00:00,2015,1990-09-03 00:00:00,Leadership Retreat-F90 | jjd558.pdf | jjd558_bhl-99562c56.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1990-1991 Presentations\Leadership Retreat-F90 | \9811_0001\data\Presentations\JJDPR\jjd558.pdf | \converted_files\Presentations-JJDPR-jjd558_bhl-99562c56.pdf",Original version: Microsoft Powerpoint Presentation | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0735,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1990-1991 Presentations - Michigan Trends File",,"Duderstadt, James J.",,undated,2015,undated,Michigan Trends File,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1990-1991 Presentations\Michigan Trends File",Original version: OLE2 Compound Document Format,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0736,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1990-1991 Presentations - NSB-6_90",,"Duderstadt, James J.",,undated,2015,undated,NSB-6_90,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1990-1991 Presentations\NSB-6_90",Original version: Microsoft Powerpoint Presentation,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0737,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1990-1991 Presentations - Science Education",,"Duderstadt, James J.",,1990-01-14 00:00:00,2015,1990-01-14 00:00:00,Science Education | jjd561.pdf | jjd561_bhl-8712bd21.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1990-1991 Presentations\Science Education | \9811_0001\data\Presentations\JJDPR\jjd561.pdf | \converted_files\Presentations-JJDPR-jjd561_bhl-8712bd21.pdf",Original version: Microsoft Powerpoint Presentation | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0738,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1990-1991 Presentations - Title List",,"Duderstadt, James J.",,1990-08-29 00:00:00,2015,1990-08-29 00:00:00,Title List | jjd562.pdf | jjd562_bhl-859360ba.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1990-1991 Presentations\Title List | \9811_0001\data\Presentations\JJDPR\jjd562.pdf | \converted_files\Presentations-JJDPR-jjd562_bhl-859360ba.pdf",Original version: Microsoft Word for Macintosh Document | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0739,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1990-1991 Presentations - UM Organization",,"Duderstadt, James J.",,1990-06-23 00:00:00,2015,1990-06-23 00:00:00,UM Organization | jjd563.pdf | jjd563_bhl-c7100690.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1990-1991 Presentations\UM Organization | \9811_0001\data\Presentations\JJDPR\jjd563.pdf | \converted_files\Presentations-JJDPR-jjd563_bhl-c7100690.pdf",Original version: Microsoft Powerpoint Presentation | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0740,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Athenaeum",,"Duderstadt, James J.",,1991-03-05 00:00:00,2015,1991-03-05 00:00:00,Athenaeum | jjd564.pdf | jjd564_bhl-cd1e7299.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Athenaeum | \9811_0001\data\Presentations\JJDPR\jjd564.pdf | \converted_files\Presentations-JJDPR-jjd564_bhl-cd1e7299.pdf",Original version: Microsoft Powerpoint Presentation | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0741,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Campaign GoNoGo",,"Duderstadt, James J.",,undated,2015,undated,Campaign GoNoGo,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Campaign GoNoGo",Original version: Microsoft Powerpoint Presentation,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0742,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Communication",,"Duderstadt, James J.",,undated,2015,undated,Communication,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Communication",Original version: OLE2 Compound Document Format,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0743,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - EO Retreat Fall-91",,"Duderstadt, James J.",,1991-08-30 00:00:00,2015,1991-08-30 00:00:00,EO Retreat Fall-91 | jjd567.pdf | jjd567_bhl-2759663f.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\EO Retreat Fall-91 | \9811_0001\data\Presentations\JJDPR\jjd567.pdf | \converted_files\Presentations-JJDPR-jjd567_bhl-2759663f.pdf",Original version: OLE2 Compound Document Format | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0744,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - EO Retreat-93",,"Duderstadt, James J.",,1991-08-30 00:00:00,2015,1991-08-30 00:00:00,EO Retreat-93 | jjd568.pdf | jjd568_bhl-44e6076f.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\EO Retreat-93 | \9811_0001\data\Presentations\JJDPR\jjd568.pdf | \converted_files\Presentations-JJDPR-jjd568_bhl-44e6076f.pdf",Original version: OLE2 Compound Document Format | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0745,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - EO Strategic Update",,"Duderstadt, James J.",,1991-08-30 00:00:00,2015,1991-08-30 00:00:00,EO Strategic Update | jjd569.pdf | jjd569_bhl-b04859b7.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\EO Strategic Update | \9811_0001\data\Presentations\JJDPR\jjd569.pdf | \converted_files\Presentations-JJDPR-jjd569_bhl-b04859b7.pdf",Original version: Microsoft Powerpoint Presentation | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0746,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Futures Group 1.0_",,"Duderstadt, James J.",,undated,2015,undated,Futures Group 1.0_,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Futures Group 1.0_",Original version: Original format not identified,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0747,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Futures_Missions",,"Duderstadt, James J.",,undated,2015,undated,Futures_Missions,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Futures_Missions",Original version: Microsoft Powerpoint Presentation,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0748,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Futuring",,"Duderstadt, James J.",,1991-08-30 00:00:00,2015,1991-08-30 00:00:00,Futuring | jjd572.pdf | jjd572_bhl-639bf54c.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Futuring | \9811_0001\data\Presentations\JJDPR\jjd572.pdf | \converted_files\Presentations-JJDPR-jjd572_bhl-639bf54c.pdf",Original version: Microsoft Powerpoint Presentation | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0749,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Pres Template",,"Duderstadt, James J.",,undated,2015,undated,Pres Template,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Pres Template",Original version: Microsoft Powerpoint Presentation,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0750,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Regent Priorities",,"Duderstadt, James J.",,1991-02-05 00:00:00,2015,1991-02-05 00:00:00,Regent Priorities | jjd574.pdf | jjd574_bhl-5936fedd.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Regent Priorities | \9811_0001\data\Presentations\JJDPR\jjd574.pdf | \converted_files\Presentations-JJDPR-jjd574_bhl-5936fedd.pdf",Original version: Microsoft Powerpoint Presentation | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0751,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Resources for the 1990s",,"Duderstadt, James J.",,1991-01-04 00:00:00,2015,1991-01-04 00:00:00,Resources for the 1990s | jjd575.pdf | jjd575_bhl-fb2efe41.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Resources for the 1990s | \9811_0001\data\Presentations\JJDPR\jjd575.pdf | \converted_files\Presentations-JJDPR-jjd575_bhl-fb2efe41.pdf",Original version: OLE2 Compound Document Format | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0752,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - slides-Resources for the 1990's",,"Duderstadt, James J.",,1991-02-25 00:00:00,2015,1991-02-25 00:00:00,slides-Resources for the 1990's | jjd576.pdf | jjd576_bhl-b351088f.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\slides-Resources for the 1990's | \9811_0001\data\Presentations\JJDPR\jjd576.pdf | \converted_files\Presentations-JJDPR-jjd576_bhl-b351088f.pdf",Original version: OLE2 Compound Document Format | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0753,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - Strategic Marketing",,"Duderstadt, James J.",,1991-05-29 00:00:00,2015,1991-05-29 00:00:00,Strategic Marketing | jjd2280.pdf | jjd2280_bhl-5eaf4b21.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\Strategic Marketing | \9811_0001\data\Presentations\JJDPR\jjd2280.pdf | \converted_files\Presentations-JJDPR-jjd2280_bhl-5eaf4b21.pdf",Original version: Microsoft Powerpoint Presentation | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0754,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - The Plan Itself 1.1",,"Duderstadt, James J.",,1991-08-30 00:00:00,2015,1991-08-30 00:00:00,The Plan Itself 1.1 | jjd577.pdf | jjd577_bhl-8d8e7a9d.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\The Plan Itself 1.1 | \9811_0001\data\Presentations\JJDPR\jjd577.pdf | \converted_files\Presentations-JJDPR-jjd577_bhl-8d8e7a9d.pdf",Original version: OLE2 Compound Document Format | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0755,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1991-1992 Presentations - white-Resources for the 1990's",,"Duderstadt, James J.",,1991-02-28 00:00:00,2015,1991-02-28 00:00:00,white-Resources for the 1990's | jjd578.pdf | jjd578_bhl-ebc94a6a.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1991-1992 Presentations\white-Resources for the 1990's | \9811_0001\data\Presentations\JJDPR\jjd578.pdf | \converted_files\Presentations-JJDPR-jjd578_bhl-ebc94a6a.pdf",Original version: OLE2 Compound Document Format | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
