Handle,Title,IsPartOf,DateIssued,BitstreamUrl,Uri,rights
2027.42/88849,Innovation Theme,,2004,http://deepblue.lib.umich.edu/bitstream/2027.42/88849/1/2004_NAE-NSF-ENG_draft_summary_1.1.2.pdf,http://hdl.handle.net/2027.42/88849,
2027.42/88850,Institutional Saga,,2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88850/1/2006_Institutional_Saga.pdf,http://hdl.handle.net/2027.42/88850,
2027.42/88851,Intellectual Transformation,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/88851/1/1996_Legacy_Intellectual_Transformation.pdf,http://hdl.handle.net/2027.42/88851,
2027.42/88852,Intercollegiate athletics,,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88852/1/2002_Sports_Editorial_1.0.pdf,http://hdl.handle.net/2027.42/88852,
2027.42/88853,A Test of Leadership - Charting the Future of U.S. Higher Education,,2006-09,http://deepblue.lib.umich.edu/bitstream/2027.42/88853/1/2006_Spellings_Commission_Final_Report.pdf,http://hdl.handle.net/2027.42/88853,
2027.42/88854,Intern Forum (9-89),,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88854/1/1989_Intern_Forum_9-89_9-14-89.pdf,http://hdl.handle.net/2027.42/88854,
2027.42/88855,International Issues,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88855/1/1989_International_Issues_5-9-89.pdf,http://hdl.handle.net/2027.42/88855,
2027.42/88856,Internationalization,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88856/1/1989_Internationalization_5-27-89.pdf,http://hdl.handle.net/2027.42/88856,
2027.42/88857,Internet2 Statute,,2/6/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88857/1/2001_UCAID_Strategy.pdf,http://hdl.handle.net/2027.42/88857,
2027.42/88858,Introduction,,2004,http://deepblue.lib.umich.edu/bitstream/2027.42/88858/1/2004_Woodrow_Wilson_Conf.pdf,http://hdl.handle.net/2027.42/88858,
2027.42/88859,Introduction,,2005,http://deepblue.lib.umich.edu/bitstream/2027.42/88859/1/2005_Physics_Diversity_Talk.pdf,http://hdl.handle.net/2027.42/88859,
2027.42/88860,Introduction,,2003,http://deepblue.lib.umich.edu/bitstream/2027.42/88860/1/2003_Electronic_Pub_Talk_1.1.pdf,http://hdl.handle.net/2027.42/88860,
2027.42/88861,Investments,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88861/1/1988_Investments_9-12-88.pdf,http://hdl.handle.net/2027.42/88861,
2027.42/88862,Investments,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88862/1/1991_Investments_1-27-91.pdf,http://hdl.handle.net/2027.42/88862,
2027.42/88863,IPPS Talk,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88863/1/1989_IPPS_Talk_3-27-89.pdf,http://hdl.handle.net/2027.42/88863,
2027.42/88864,21st Century Engineering,,2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88864/1/2006_21st_Century_Engineering.pdf,http://hdl.handle.net/2027.42/88864,
2027.42/88865,A Test of Leadership: charting the future of U.S. Higher education,,8/9/2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88865/1/2006_Spellings_Commission_Report.pdf,http://hdl.handle.net/2027.42/88865,
2027.42/88867,"ITFRU Project, Technology Subcommittee Meeting, minutes",,5/23/2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88867/1/2000_ITFRU_Tech_Meeting_Notes.pdf,http://hdl.handle.net/2027.42/88867,
2027.42/88868,ITI Meeting,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88868/1/1990_ITI_Meeting_12-18-90.pdf,http://hdl.handle.net/2027.42/88868,
2027.42/88869,ITIC,,1992,http://deepblue.lib.umich.edu/bitstream/2027.42/88869/1/1992_ITIC__5-30-92_.pdf,http://hdl.handle.net/2027.42/88869,
2027.42/88870,Jewish Federation,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/88870/1/1995_Jewish_Federation_4-5-95.pdf,http://hdl.handle.net/2027.42/88870,
2027.42/88871,Jewish Federation Forum,,4/10/1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88871/1/1995_Jewish_Federation.pdf,http://hdl.handle.net/2027.42/88871,
2027.42/88872,JJD impressions of being president,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88872/1/1996_BTDT.pdf,http://hdl.handle.net/2027.42/88872,
2027.42/88873,JJD Remarks,,2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88873/1/2006_Center_for_Michigan.pdf,http://hdl.handle.net/2027.42/88873,
2027.42/88874,JJD Student Letter,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88874/1/1989_JJD_Student_Letter_10-15-89.pdf,http://hdl.handle.net/2027.42/88874,
2027.42/88875,JJD Student Letter,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88875/1/1990_JJD_Student_Letter_11-21-90.pdf,http://hdl.handle.net/2027.42/88875,
2027.42/88876,"A Tour of the ""I Culture"": Digital Gadgets and Gizmos",,10/25/2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88876/1/2002_Azazels_Meeting.pdf,http://hdl.handle.net/2027.42/88876,
2027.42/88877,Just as our society and our social institutions are being reshaped by the rapid advances in information technology…,,4/1/2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88877/1/2000_ACE_Presidency_1.1.pdf,http://hdl.handle.net/2027.42/88877,
2027.42/88878,K-12 Education Cranbrook,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88878/1/1990_K-12_Education_Cranbrook_02-10-90.pdf,http://hdl.handle.net/2027.42/88878,
2027.42/88879,K-12 Talk,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88879/1/1996_K-12_Talk_2-25-96.pdf,http://hdl.handle.net/2027.42/88879,
2027.42/88880,Key Focus Areas,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88880/1/1991_Key_Focus_Areas_1-9-91.pdf,http://hdl.handle.net/2027.42/88880,
2027.42/88881,Key Points of Brookings Institution Next Energy Project,,2009,http://deepblue.lib.umich.edu/bitstream/2027.42/88881/1/2009_Brookings_e-DII_Key_Points.pdf,http://hdl.handle.net/2027.42/88881,
2027.42/88882,Key Points related to the Ford Nuclear Reactor at the Phoenix Memorial Laboratory,,2003,http://deepblue.lib.umich.edu/bitstream/2027.42/88882/1/2003_PML-FNR.pdf,http://hdl.handle.net/2027.42/88882,
2027.42/88883,"Keynote Address, James Duderstadt, U of M",,2004,http://deepblue.lib.umich.edu/bitstream/2027.42/88883/1/2004_Electronic_Publishing.pdf,http://hdl.handle.net/2027.42/88883,
2027.42/88884,LA Major Gifts,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88884/1/1989_LA_Major_Gifts_9-21-89.pdf,http://hdl.handle.net/2027.42/88884,
2027.42/88885,Lagatus,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88885/1/1989_Lagatus_6-89.pdf,http://hdl.handle.net/2027.42/88885,
2027.42/88886,Lapeer Rotary 1.1,,1992,http://deepblue.lib.umich.edu/bitstream/2027.42/88886/1/1992_Lapeer_Rotary_1.1_9-21-92.pdf,http://hdl.handle.net/2027.42/88886,
2027.42/88887,AAU Colloquium,,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88887/1/2002_AAU_COLLOQUIUM.pdf,http://hdl.handle.net/2027.42/88887,
2027.42/88888,Last Letter,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88888/1/1996_Last_Letter_6-12-96.pdf,http://hdl.handle.net/2027.42/88888,
2027.42/88889,Lead Network 1.2,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88889/1/1988_Lead_Network_1.2_10-16-88.pdf,http://hdl.handle.net/2027.42/88889,
2027.42/88890,Lead Network 1.4,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88890/1/1988_Lead_Network_1.3_11-27-88.pdf,http://hdl.handle.net/2027.42/88890,
2027.42/88891,Lead Network Talk 1.3,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88891/1/1988_Lead_Network_Talk_1.3_11-27-88.pdf,http://hdl.handle.net/2027.42/88891,
2027.42/88892,Leadership Ann Arbor,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88892/1/1996_Leadership_Ann_Arbor_6-12-96.pdf,http://hdl.handle.net/2027.42/88892,
2027.42/88893,Leadership Network 2.0,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88893/1/1989_Leadership_Network_2.0_9-11-89.pdf,http://hdl.handle.net/2027.42/88893,
2027.42/88894,Leadership Retreat,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88894/1/1989_Leadership_Retreat_9-1-89.pdf,http://hdl.handle.net/2027.42/88894,
2027.42/88895,Leadership Retreat,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88895/1/1990_Leadership_Retreat__9-3-90.pdf,http://hdl.handle.net/2027.42/88895,
2027.42/88896,Leadership Retreat-F90,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88896/1/1990_Leadership_Retreat-F90_9-3-90.pdf,http://hdl.handle.net/2027.42/88896,
2027.42/88897,Leading Higher Education In an Era of Rapid Change,,7/30/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88897/1/2001_SHEEO_1.1.pdf,http://hdl.handle.net/2027.42/88897,
2027.42/88898,AAU Meeting,,1992,http://deepblue.lib.umich.edu/bitstream/2027.42/88898/1/1992_AAU_Meeting_4-14-92_.pdf,http://hdl.handle.net/2027.42/88898,
2027.42/88899,Leading Higher Education In an Era of Rapid Change,,7/30/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88899/1/2001_SHEEO_U_Futures.pdf,http://hdl.handle.net/2027.42/88899,
2027.42/88900,Leading Higher Education In an Era of Rapid Change,,11/16/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88900/1/2001_KC_Future_of_Higher_Ed.pdf,http://hdl.handle.net/2027.42/88900,
2027.42/88901,Leading Higher Education In an Era of Rapid Change (1.0),,11/16/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88901/1/2001_Midwest_Higher_Ed_1.0.pdf,http://hdl.handle.net/2027.42/88901,
2027.42/88902,Learn Grant,,2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88902/1/2006_Learn_Grant_Proposal_2.pdf,http://hdl.handle.net/2027.42/88902,
2027.42/88903,Legislative Luncheon,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88903/1/1988_Legislative_Luncheon_10-2-88.pdf,http://hdl.handle.net/2027.42/88903,
2027.42/88904,Legislators Briefing,,1987,http://deepblue.lib.umich.edu/bitstream/2027.42/88904/1/1987_Legislators_Briefing_10-22-87.pdf,http://hdl.handle.net/2027.42/88904,
2027.42/88905,Legislature,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88905/1/1988_Legislature_8-24-88.pdf,http://hdl.handle.net/2027.42/88905,
2027.42/88906,Letter of congratulations to Mary Sue Coleman,,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88906/1/2002_Coleman_letter.pdf,http://hdl.handle.net/2027.42/88906,
2027.42/88907,"Letter to Judy (ACEHR), further thoughts on Age of Knowledge",,2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88907/1/2000_Sunley_1.1.pdf,http://hdl.handle.net/2027.42/88907,
2027.42/88908,"Letter to the Michigan Daily clarifying remarks on ""Duderstadt criticizes current diversity plan""",,2003,http://deepblue.lib.umich.edu/bitstream/2027.42/88908/1/2003_Daily_letter.pdf,http://hdl.handle.net/2027.42/88908,
2027.42/88909,AAU Notes,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88909/1/1991_AAU_Notes_7-18-91.pdf,http://hdl.handle.net/2027.42/88909,
2027.42/88843,Information Technology and the Future of the Research University (NRC),,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88843/1/2002_Preparing_for_the_Revolution.pdf,http://hdl.handle.net/2027.42/88843,
2027.42/88910,Letter to Werner Hirsch regarding ideas of the Glion IV conference,,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88910/1/2002_Hirsch-Glion_letter.pdf,http://hdl.handle.net/2027.42/88910,
2027.42/88911,Letter to Werner Hirsch regarding ideas of the Glion IV conference,,12/3/2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88911/1/2002_Glion_IV_letter_120302.pdf,http://hdl.handle.net/2027.42/88911,
2027.42/88912,Letter-final external,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88912/1/1996_Letter-final_external_6-28-96.pdf,http://hdl.handle.net/2027.42/88912,
2027.42/88913,Letter-final internal,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88913/1/1996_Letter-final_internal_6-13-96.pdf,http://hdl.handle.net/2027.42/88913,
2027.42/88914,Library Science (10-90),,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88914/1/1990_Library_Science_10-90_9-30-90.pdf,http://hdl.handle.net/2027.42/88914,
2027.42/88915,Life After Copy,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88915/1/1996_Life_After_copy_5-9-96.pdf,http://hdl.handle.net/2027.42/88915,
2027.42/88916,Listen and Learn,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88916/1/1989_Listen_and_Learn_1-8-89.pdf,http://hdl.handle.net/2027.42/88916,
2027.42/88917,Listen and Learn,,1993,http://deepblue.lib.umich.edu/bitstream/2027.42/88917/1/1993_Listen_and_Learn_1.4_2-6-93.pdf,http://hdl.handle.net/2027.42/88917,
2027.42/88918,Los Angeles Dinner,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88918/1/1989_Los_Angeles_Dinner_9-26-89.pdf,http://hdl.handle.net/2027.42/88918,
2027.42/88919,Lunch and Learn,,1993,http://deepblue.lib.umich.edu/bitstream/2027.42/88919/1/1993_Lunch_and_Learn_1-26-93.pdf,http://hdl.handle.net/2027.42/88919,
2027.42/88920,AAU PC,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88920/1/1991_AAU_PC_5-19-91.pdf,http://hdl.handle.net/2027.42/88920,
2027.42/88921,M-Club Talk,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88921/1/1989_M-Club_Talk_10-14-89.pdf,http://hdl.handle.net/2027.42/88921,
2027.42/88922,Major Gifts Address 2.0,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88922/1/1989_Major_Gifts_Address_2.0_8-31-89.pdf,http://hdl.handle.net/2027.42/88922,
2027.42/88923,Major Gifts Committee 1.0,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88923/1/1990_Major_Gifts_Committee_1.0_12-3-90.pdf,http://hdl.handle.net/2027.42/88923,
2027.42/88924,Major Gifts Meeting,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88924/1/1989_Major_Gifts_Meeting_8-31-89.pdf,http://hdl.handle.net/2027.42/88924,
2027.42/88925,Manufacturing Forum,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88925/1/1990_Manufacturing_Forum_7-11-90.pdf,http://hdl.handle.net/2027.42/88925,
2027.42/88926,Master speech list,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88926/1/1991_Master_speech_list_5-17-91.pdf,http://hdl.handle.net/2027.42/88926,
2027.42/88927,Material concerning the IT-Higher ed project,,2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88927/1/2000_Murray_letter_1.0.pdf,http://hdl.handle.net/2027.42/88927,
2027.42/88928,Maternal and Child Health,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88928/1/1990_Maternal_and_Child_Health_10-18-90.pdf,http://hdl.handle.net/2027.42/88928,
2027.42/88929,MBRT Dinner,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88929/1/1991_MBRT_Dinner_5-21-91.pdf,http://hdl.handle.net/2027.42/88929,
2027.42/88930,McGill Commencement Address,,5/26/2009,http://deepblue.lib.umich.edu/bitstream/2027.42/88930/1/2009_McGill_Commencement_Duderstadt.doc.pdf,http://hdl.handle.net/2027.42/88930,
2027.42/88931,AAU Welcome,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88931/1/1989_AAU_Welcome_10-22-89.pdf,http://hdl.handle.net/2027.42/88931,
2027.42/88932,McGill Engineering Commencement Address - JJD,,5/25/2009,http://deepblue.lib.umich.edu/bitstream/2027.42/88932/1/2009_McGill_Commencement_Duderstadt.pdf,http://hdl.handle.net/2027.42/88932,
2027.42/88933,Mechanisms for Making Financial Contributions to the Faculty Women's Club,,1999,http://deepblue.lib.umich.edu/bitstream/2027.42/88933/1/1999_FWC_Gift_Mechanisms.pdf,http://hdl.handle.net/2027.42/88933,
2027.42/88934,Medallion Inscription,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88934/1/1996_Medallion_Inscription_5-2-96.pdf,http://hdl.handle.net/2027.42/88934,
2027.42/88935,Medallion List,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88935/1/1996_Medallion_List_5-2-96.pdf,http://hdl.handle.net/2027.42/88935,
2027.42/88936,Media Union,,2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88936/1/2000_Media_Union_1.pdf,http://hdl.handle.net/2027.42/88936,
2027.42/88937,Media Union Dedication,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88937/1/1996_Media_Union_Dedication_6-21-96.pdf,http://hdl.handle.net/2027.42/88937,
2027.42/88938,Medical Center Reception,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88938/1/1988_Medical_Center_Reception_10-16-88.pdf,http://hdl.handle.net/2027.42/88938,
2027.42/88939,Medical Education,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88939/1/1988_Medical_Education_11-20-88.pdf,http://hdl.handle.net/2027.42/88939,
